transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,transaction_datetime
140702,2023-06-23 00:00:00,10:02:52,3,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-23 10:02:52
140703,2023-06-23 00:00:00,10:02:53,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023-06-23 10:02:53
140704,2023-06-23 00:00:00,10:03:25,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 10:03:25
140705,2023-06-23 00:00:00,10:03:40,3,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-23 10:03:40
140706,2023-06-23 00:00:00,10:03:43,1,8,Hell's Kitchen,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 10:03:43
140707,2023-06-23 00:00:00,10:03:55,3,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-23 10:03:55
140708,2023-06-23 00:00:00,10:04:49,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,2023-06-23 10:04:49
140709,2023-06-23 00:00:00,10:05:29,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:05:29
140710,2023-06-23 00:00:00,10:05:48,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:05:48
140711,2023-06-23 00:00:00,10:06:32,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-23 10:06:32
140712,2023-06-23 00:00:00,10:07:59,3,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-23 10:07:59
140713,2023-06-23 00:00:00,10:07:59,1,5,Lower Manhattan,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-23 10:07:59
140714,2023-06-23 00:00:00,10:09:09,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:09:09
140715,2023-06-23 00:00:00,10:09:20,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,2023-06-23 10:09:20
140716,2023-06-23 00:00:00,10:09:37,2,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 10:09:37
140717,2023-06-23 00:00:00,10:09:37,1,5,Lower Manhattan,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-23 10:09:37
140718,2023-06-23 00:00:00,10:11:25,1,5,Lower Manhattan,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-23 10:11:25
140719,2023-06-23 00:00:00,10:11:25,1,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-23 10:11:25
140720,2023-06-23 00:00:00,10:11:25,1,5,Lower Manhattan,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,2023-06-23 10:11:25
140721,2023-06-23 00:00:00,10:12:14,2,5,Lower Manhattan,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-23 10:12:14
140722,2023-06-23 00:00:00,10:12:36,1,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-23 10:12:36
140723,2023-06-23 00:00:00,10:12:40,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,2023-06-23 10:12:40
140724,2023-06-23 00:00:00,10:13:24,1,3,Astoria,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-23 10:13:24
140725,2023-06-23 00:00:00,10:13:24,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:13:24
140726,2023-06-23 00:00:00,10:13:37,1,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 10:13:37
140727,2023-06-23 00:00:00,10:13:41,1,3,Astoria,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,2023-06-23 10:13:41
140728,2023-06-23 00:00:00,10:13:41,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,2023-06-23 10:13:41
140729,2023-06-23 00:00:00,10:13:47,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023-06-23 10:13:47
140730,2023-06-23 00:00:00,10:14:45,1,8,Hell's Kitchen,87,"2,1",Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-23 10:14:45
140731,2023-06-23 00:00:00,10:14:45,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-23 10:14:45
140732,2023-06-23 00:00:00,10:14:45,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,2023-06-23 10:14:45
140733,2023-06-23 00:00:00,10:14:45,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-23 10:14:45
140734,2023-06-23 00:00:00,10:15:10,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-23 10:15:10
140735,2023-06-23 00:00:00,10:15:15,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,2023-06-23 10:15:15
140736,2023-06-23 00:00:00,10:16:10,2,5,Lower Manhattan,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-23 10:16:10
140737,2023-06-23 00:00:00,10:16:35,2,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023-06-23 10:16:35
140738,2023-06-23 00:00:00,10:16:35,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:16:35
140739,2023-06-23 00:00:00,10:18:45,2,3,Astoria,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023-06-23 10:18:45
140740,2023-06-23 00:00:00,10:18:52,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,2023-06-23 10:18:52
140741,2023-06-23 00:00:00,10:19:02,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:19:02
140742,2023-06-23 00:00:00,10:20:12,1,8,Hell's Kitchen,75,"3,5",Bakery,Pastry,Croissant,2023-06-23 10:20:12
140743,2023-06-23 00:00:00,10:20:28,2,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:20:28
140744,2023-06-23 00:00:00,10:20:39,1,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,2023-06-23 10:20:39
140745,2023-06-23 00:00:00,10:21:16,2,5,Lower Manhattan,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023-06-23 10:21:16
140746,2023-06-23 00:00:00,10:21:17,1,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 10:21:17
140747,2023-06-23 00:00:00,10:26:59,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-23 10:26:59
140748,2023-06-23 00:00:00,10:26:59,1,5,Lower Manhattan,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-23 10:26:59
140749,2023-06-23 00:00:00,10:27:31,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:27:31
140750,2023-06-23 00:00:00,10:28:08,2,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-23 10:28:08
140751,2023-06-23 00:00:00,10:28:54,2,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-23 10:28:54
140752,2023-06-23 00:00:00,10:29:16,2,3,Astoria,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,2023-06-23 10:29:16
140753,2023-06-23 00:00:00,10:29:17,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-23 10:29:17
140754,2023-06-23 00:00:00,10:30:03,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-23 10:30:03
140755,2023-06-23 00:00:00,10:30:03,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,2023-06-23 10:30:03
140756,2023-06-23 00:00:00,10:30:21,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 10:30:21
140757,2023-06-23 00:00:00,10:31:21,1,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,2023-06-23 10:31:21
140758,2023-06-23 00:00:00,10:31:43,1,3,Astoria,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-23 10:31:43
140759,2023-06-23 00:00:00,10:32:34,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-23 10:32:34
140760,2023-06-23 00:00:00,10:32:35,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-23 10:32:35
140761,2023-06-23 00:00:00,10:32:35,1,3,Astoria,73,"3,75",Bakery,Pastry,Almond Croissant,2023-06-23 10:32:35
140762,2023-06-23 00:00:00,10:32:41,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-23 10:32:41
140763,2023-06-23 00:00:00,10:32:41,1,8,Hell's Kitchen,21,"13,33",Packaged Chocolate,Drinking Chocolate,Chili Mayan,2023-06-23 10:32:41
140764,2023-06-23 00:00:00,10:32:54,3,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 10:32:54
140765,2023-06-23 00:00:00,10:32:54,2,5,Lower Manhattan,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-23 10:32:54
140766,2023-06-23 00:00:00,10:32:59,2,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 10:32:59
140767,2023-06-23 00:00:00,10:33:05,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-23 10:33:05
140768,2023-06-23 00:00:00,10:33:16,1,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-23 10:33:16
140769,2023-06-23 00:00:00,10:33:33,1,8,Hell's Kitchen,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:33:33
140770,2023-06-23 00:00:00,10:33:51,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023-06-23 10:33:51
140771,2023-06-23 00:00:00,10:34:18,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-23 10:34:18
140772,2023-06-23 00:00:00,10:34:18,1,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-23 10:34:18
140773,2023-06-23 00:00:00,10:34:18,1,5,Lower Manhattan,17,"9,5",Loose Tea,Chai tea,Morning Sunrise Chai,2023-06-23 10:34:18
140774,2023-06-23 00:00:00,10:34:43,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 10:34:43
140775,2023-06-23 00:00:00,10:34:55,1,5,Lower Manhattan,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-23 10:34:55
140776,2023-06-23 00:00:00,10:34:55,1,5,Lower Manhattan,63,"0,8",Flavours,Regular syrup,Carmel syrup,2023-06-23 10:34:55
140777,2023-06-23 00:00:00,10:38:12,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023-06-23 10:38:12
140778,2023-06-23 00:00:00,10:39:27,3,5,Lower Manhattan,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-23 10:39:27
140779,2023-06-23 00:00:00,10:39:27,1,5,Lower Manhattan,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-23 10:39:27
140780,2023-06-23 00:00:00,10:39:42,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,2023-06-23 10:39:42
140781,2023-06-23 00:00:00,10:41:33,1,8,Hell's Kitchen,74,"3,5",Bakery,Biscotti,Ginger Biscotti,2023-06-23 10:41:33
140782,2023-06-23 00:00:00,10:41:35,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 10:41:35
140783,2023-06-23 00:00:00,10:42:07,1,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-23 10:42:07
140784,2023-06-23 00:00:00,10:42:07,2,5,Lower Manhattan,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-23 10:42:07
140785,2023-06-23 00:00:00,10:42:13,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,2023-06-23 10:42:13
140786,2023-06-23 00:00:00,10:42:26,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,2023-06-23 10:42:26
140787,2023-06-23 00:00:00,10:42:46,1,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-23 10:42:46
140788,2023-06-23 00:00:00,10:43:28,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:43:28
140789,2023-06-23 00:00:00,10:44:11,1,3,Astoria,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-23 10:44:11
140790,2023-06-23 00:00:00,10:45:13,3,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023-06-23 10:45:13
140791,2023-06-23 00:00:00,10:47:49,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:47:49
140792,2023-06-23 00:00:00,10:49:21,2,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:49:21
140793,2023-06-23 00:00:00,10:49:21,1,3,Astoria,73,"3,75",Bakery,Pastry,Almond Croissant,2023-06-23 10:49:21
140794,2023-06-23 00:00:00,10:50:21,2,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-23 10:50:21
140795,2023-06-23 00:00:00,10:50:41,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:50:41
140796,2023-06-23 00:00:00,10:50:58,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:50:58
140797,2023-06-23 00:00:00,10:50:58,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:50:58
140798,2023-06-23 00:00:00,10:52:04,3,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-23 10:52:04
140799,2023-06-23 00:00:00,10:52:14,2,5,Lower Manhattan,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023-06-23 10:52:14
140800,2023-06-23 00:00:00,10:53:28,1,8,Hell's Kitchen,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-23 10:53:28
140801,2023-06-23 00:00:00,10:53:35,1,8,Hell's Kitchen,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-23 10:53:35
140802,2023-06-23 00:00:00,10:54:20,2,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-23 10:54:20
140803,2023-06-23 00:00:00,10:55:23,1,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-23 10:55:23
140804,2023-06-23 00:00:00,10:55:29,3,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-23 10:55:29
140805,2023-06-23 00:00:00,10:55:29,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 10:55:29
140806,2023-06-23 00:00:00,10:56:39,3,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-23 10:56:39
140807,2023-06-23 00:00:00,10:56:47,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:56:47
140808,2023-06-23 00:00:00,10:56:47,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,2023-06-23 10:56:47
140809,2023-06-23 00:00:00,10:57:25,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 10:57:25
140810,2023-06-23 00:00:00,10:57:25,1,5,Lower Manhattan,21,"13,33",Packaged Chocolate,Drinking Chocolate,Chili Mayan,2023-06-23 10:57:25
140811,2023-06-23 00:00:00,10:57:59,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 10:57:59
140812,2023-06-23 00:00:00,10:58:24,3,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 10:58:24
140813,2023-06-23 00:00:00,10:58:51,3,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 10:58:51
140814,2023-06-23 00:00:00,10:58:51,1,5,Lower Manhattan,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-23 10:58:51
140815,2023-06-23 00:00:00,10:59:12,2,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 10:59:12
140816,2023-06-23 00:00:00,10:59:12,1,3,Astoria,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-23 10:59:12
140817,2023-06-23 00:00:00,10:59:19,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 10:59:19
140818,2023-06-23 00:00:00,11:00:59,2,3,Astoria,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-23 11:00:59
140819,2023-06-23 00:00:00,11:01:41,3,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-23 11:01:41
140820,2023-06-23 00:00:00,11:02:08,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,2023-06-23 11:02:08
140821,2023-06-23 00:00:00,11:02:17,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:02:17
140822,2023-06-23 00:00:00,11:02:22,2,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023-06-23 11:02:22
140823,2023-06-23 00:00:00,11:02:28,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-23 11:02:28
140824,2023-06-23 00:00:00,11:02:44,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 11:02:44
140825,2023-06-23 00:00:00,11:03:25,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-23 11:03:25
140826,2023-06-23 00:00:00,11:03:25,1,8,Hell's Kitchen,7,"19,75",Coffee beans,Premium Beans,Jamacian Coffee River,2023-06-23 11:03:25
140827,2023-06-23 00:00:00,11:03:25,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-23 11:03:25
140828,2023-06-23 00:00:00,11:04:11,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:04:11
140829,2023-06-23 00:00:00,11:04:35,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:04:35
140830,2023-06-23 00:00:00,11:04:38,1,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat,2023-06-23 11:04:38
140831,2023-06-23 00:00:00,11:04:47,2,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,2023-06-23 11:04:47
140832,2023-06-23 00:00:00,11:05:31,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 11:05:31
140833,2023-06-23 00:00:00,11:05:46,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023-06-23 11:05:46
140834,2023-06-23 00:00:00,11:06:39,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 11:06:39
140835,2023-06-23 00:00:00,11:06:53,1,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023-06-23 11:06:53
140836,2023-06-23 00:00:00,11:08:03,2,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-23 11:08:03
140837,2023-06-23 00:00:00,11:09:14,3,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023-06-23 11:09:14
140838,2023-06-23 00:00:00,11:10:37,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,2023-06-23 11:10:37
140839,2023-06-23 00:00:00,11:10:37,1,3,Astoria,78,"4,5",Bakery,Scone,Scottish Cream Scone ,2023-06-23 11:10:37
140840,2023-06-23 00:00:00,11:10:42,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-23 11:10:42
140841,2023-06-23 00:00:00,11:11:20,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-23 11:11:20
140842,2023-06-23 00:00:00,11:12:18,1,8,Hell's Kitchen,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-23 11:12:18
140843,2023-06-23 00:00:00,11:13:48,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:13:48
140844,2023-06-23 00:00:00,11:14:12,1,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-23 11:14:12
140845,2023-06-23 00:00:00,11:14:22,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 11:14:22
140846,2023-06-23 00:00:00,11:15:05,1,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 11:15:05
140847,2023-06-23 00:00:00,11:15:20,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-23 11:15:20
140848,2023-06-23 00:00:00,11:15:56,1,8,Hell's Kitchen,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-23 11:15:56
140849,2023-06-23 00:00:00,11:16:10,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:16:10
140850,2023-06-23 00:00:00,11:16:26,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-23 11:16:26
140851,2023-06-23 00:00:00,11:16:46,1,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-23 11:16:46
140852,2023-06-23 00:00:00,11:19:27,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-23 11:19:27
140853,2023-06-23 00:00:00,11:19:31,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-23 11:19:31
140854,2023-06-23 00:00:00,11:19:31,1,3,Astoria,73,"3,75",Bakery,Pastry,Almond Croissant,2023-06-23 11:19:31
140855,2023-06-23 00:00:00,11:19:33,2,3,Astoria,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-23 11:19:33
140856,2023-06-23 00:00:00,11:19:52,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-23 11:19:52
140857,2023-06-23 00:00:00,11:21:00,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,2023-06-23 11:21:00
140858,2023-06-23 00:00:00,11:22:27,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-23 11:22:27
140859,2023-06-23 00:00:00,11:22:37,2,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 11:22:37
140860,2023-06-23 00:00:00,11:23:14,1,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat,2023-06-23 11:23:14
140861,2023-06-23 00:00:00,11:23:41,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-23 11:23:41
140862,2023-06-23 00:00:00,11:24:01,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-23 11:24:01
140863,2023-06-23 00:00:00,11:24:15,2,3,Astoria,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-23 11:24:15
140864,2023-06-23 00:00:00,11:24:59,3,5,Lower Manhattan,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023-06-23 11:24:59
140865,2023-06-23 00:00:00,11:25:21,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,2023-06-23 11:25:21
140866,2023-06-23 00:00:00,11:25:47,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,2023-06-23 11:25:47
140867,2023-06-23 00:00:00,11:27:05,2,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-23 11:27:05
140868,2023-06-23 00:00:00,11:28:32,2,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-23 11:28:32
140869,2023-06-23 00:00:00,11:29:40,1,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-23 11:29:40
140870,2023-06-23 00:00:00,11:30:35,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-23 11:30:35
140871,2023-06-23 00:00:00,11:30:35,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,2023-06-23 11:30:35
140872,2023-06-23 00:00:00,11:31:34,1,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 11:31:34
140873,2023-06-23 00:00:00,11:32:27,2,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-23 11:32:27
140874,2023-06-23 00:00:00,11:33:39,3,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-23 11:33:39
140875,2023-06-23 00:00:00,11:33:39,2,5,Lower Manhattan,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-23 11:33:39
140876,2023-06-23 00:00:00,11:34:30,2,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-23 11:34:30
140877,2023-06-23 00:00:00,11:35:20,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023-06-23 11:35:20
140878,2023-06-23 00:00:00,11:35:42,3,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-23 11:35:42
140879,2023-06-23 00:00:00,11:36:17,2,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-23 11:36:17
